tx_id	gene_id
ENST00000491260	ENSG00000228208
ENST00000481007	ENSG00000143353
ENST00000612055	ENSG00000277007
ENST00000488777	ENSG00000067704
ENST00000467924	ENSG00000067704
ENST00000563417	ENSG00000260505
ENST00000453661	ENSG00000233012
ENST00000294889	ENSG00000162817
ENST00000469583	ENSG00000117791
ENST00000496078	ENSG00000117791
ENST00000472447	ENSG00000117791
ENST00000463976	ENSG00000186205
ENST00000472269	ENSG00000186205
ENST00000431347	ENSG00000238078
ENST00000366903	ENSG00000136630
ENST00000549319	ENSG00000136630
ENST00000427693	ENSG00000136630
ENST00000440104	ENSG00000232436
ENST00000422015	ENSG00000234419
ENST00000441835	ENSG00000225265
ENST00000427540	ENSG00000225265
ENST00000413074	ENSG00000225265
ENST00000495210	ENSG00000154305
ENST00000467190	ENSG00000154305
ENST00000476400	ENSG00000154305
ENST00000475451	ENSG00000154305
ENST00000450260	ENSG00000154305
ENST00000477519	ENSG00000154305
ENST00000496267	ENSG00000162819
ENST00000469236	ENSG00000162819
ENST00000460763	ENSG00000197520
ENST00000456298	ENSG00000197520
ENST00000445590	ENSG00000197520
ENST00000434872	ENSG00000228106
ENST00000446145	ENSG00000226601
ENST00000366875	ENSG00000178395
ENST00000483579	ENSG00000162909
ENST00000480581	ENSG00000162909
ENST00000492565	ENSG00000162909
ENST00000472601	ENSG00000162909
ENST00000498027	ENSG00000162909
ENST00000492664	ENSG00000162909
ENST00000463997	ENSG00000162909
ENST00000424045	ENSG00000233771
ENST00000327086	ENSG00000185495
ENST00000572124	ENSG00000185495
ENST00000540997	ENSG00000185495
ENST00000391877	ENSG00000143753
ENST00000465848	ENSG00000143753
ENST00000498813	ENSG00000143753
ENST00000420350	ENSG00000237101
ENST00000469200	ENSG00000143771
ENST00000496372	ENSG00000143786
ENST00000470788	ENSG00000143786
ENST00000479227	ENSG00000143786
ENST00000416908	ENSG00000225334
ENST00000453375	ENSG00000185842
ENST00000474127	ENSG00000185842
ENST00000428003	ENSG00000185842
ENST00000632561	ENSG00000282418
ENST00000619790	ENSG00000143742
ENST00000467015	ENSG00000143819
ENST00000366816	ENSG00000163041
ENST00000366815	ENSG00000163041
ENST00000366814	ENSG00000163041
ENST00000366813	ENSG00000163041
ENST00000602806	ENSG00000225518
ENST00000412855	ENSG00000225518
ENST00000440540	ENSG00000234478
ENST00000542034	ENSG00000185155
ENST00000366810	ENSG00000185155
ENST00000467495	ENSG00000203685
ENST00000453525	ENSG00000228548
ENST00000521431	ENSG00000143801
ENST00000487450	ENSG00000143801
ENST00000471728	ENSG00000143801
ENST00000485677	ENSG00000163050
ENST00000476488	ENSG00000163050
ENST00000479852	ENSG00000163050
ENST00000433837	ENSG00000233706
ENST00000424451	ENSG00000228625
ENST00000435693	ENSG00000228729
ENST00000611115	ENSG00000278180
ENST00000422534	ENSG00000235827
ENST00000480897	ENSG00000143740
ENST00000480265	ENSG00000143740
ENST00000497165	ENSG00000143761
ENST00000490705	ENSG00000143761
ENST00000624958	ENSG00000280157
ENST00000366730	ENSG00000143774
ENST00000462807	ENSG00000143774
ENST00000391865	ENSG00000143774
ENST00000493209	ENSG00000143774
ENST00000485838	ENSG00000143774
ENST00000469973	ENSG00000143774
ENST00000485083	ENSG00000143774
ENST00000366726	ENSG00000143774
ENST00000312726	ENSG00000143774
ENST00000492871	ENSG00000143774
ENST00000366728	ENSG00000143774
ENST00000453943	ENSG00000143774
ENST00000366723	ENSG00000143774
ENST00000493138	ENSG00000143774
ENST00000366722	ENSG00000143774
ENST00000498092	ENSG00000143774
ENST00000435153	ENSG00000143774
ENST00000366721	ENSG00000143774
ENST00000491613	ENSG00000143774
ENST00000485733	ENSG00000143774
ENST00000460224	ENSG00000143774
ENST00000484953	ENSG00000143774
ENST00000472939	ENSG00000143774
ENST00000412265	ENSG00000143774
ENST00000366718	ENSG00000143774
ENST00000470040	ENSG00000143774
ENST00000366716	ENSG00000143774
ENST00000485168	ENSG00000143774
ENST00000478725	ENSG00000143774
ENST00000495999	ENSG00000143774
ENST00000486668	ENSG00000143774
ENST00000464858	ENSG00000143774
ENST00000498115	ENSG00000143774
ENST00000465025	ENSG00000143774
ENST00000477206	ENSG00000143774
ENST00000366714	ENSG00000198835
ENST00000546123	ENSG00000181873
ENST00000493977	ENSG00000154358
ENST00000366706	ENSG00000154358
ENST00000366704	ENSG00000154358
ENST00000602685	ENSG00000154358
ENST00000474237	ENSG00000154358
ENST00000602963	ENSG00000270094
ENST00000436779	ENSG00000231563
ENST00000620438	ENSG00000196890
ENST00000305943	ENSG00000168159
ENST00000482739	ENSG00000168159
ENST00000441325	ENSG00000183929
ENST00000323223	ENSG00000177800
ENST00000489342	ENSG00000168118
ENST00000418348	ENSG00000237481
ENST00000417605	ENSG00000223635
ENST00000434387	ENSG00000135763
ENST00000445339	ENSG00000228058
ENST00000492568	ENSG00000143641
ENST00000482012	ENSG00000135775
ENST00000490900	ENSG00000135775
ENST00000478710	ENSG00000135775
ENST00000480004	ENSG00000135773
ENST00000439341	ENSG00000223393
ENST00000459891	ENSG00000173409
ENST00000492459	ENSG00000116906
ENST00000469332	ENSG00000116906
ENST00000492437	ENSG00000010072
ENST00000469904	ENSG00000010072
ENST00000602600	ENSG00000162946
ENST00000430921	ENSG00000225919
ENST00000418460	ENSG00000212916
ENST00000366622	ENSG00000143674
ENST00000425104	ENSG00000236358
ENST00000429507	ENSG00000230404
ENST00000436039	ENSG00000228830
ENST00000429269	ENSG00000224939
ENST00000607759	ENSG00000272362
ENST00000441360	ENSG00000241475
ENST00000453568	ENSG00000228044
ENST00000437601	ENSG00000227630
ENST00000423963	ENSG00000237520
ENST00000482013	ENSG00000152904
ENST00000421884	ENSG00000230026
ENST00000465463	ENSG00000116957
ENST00000603908	ENSG00000270710
ENST00000424229	ENSG00000227236
ENST00000446607	ENSG00000235371
ENST00000366587	ENSG00000244457
ENST00000475670	ENSG00000116977
ENST00000528259	ENSG00000116977
ENST00000526652	ENSG00000116977
ENST00000532640	ENSG00000116977
ENST00000489586	ENSG00000116977
ENST00000525789	ENSG00000116977
ENST00000494762	ENSG00000077522
ENST00000461367	ENSG00000077522
ENST00000470570	ENSG00000116984
ENST00000609253	ENSG00000198626
ENST00000466626	ENSG00000198626
ENST00000462585	ENSG00000198626
ENST00000424695	ENSG00000215149
ENST00000400943	ENSG00000215805
ENST00000433842	ENSG00000223694
ENST00000496950	ENSG00000155816
ENST00000413801	ENSG00000226919
ENST00000444330	ENSG00000225554
ENST00000413994	ENSG00000225554
ENST00000481087	ENSG00000117009
ENST00000519225	ENSG00000174371
ENST00000523590	ENSG00000174371
ENST00000437497	ENSG00000174371
ENST00000450748	ENSG00000174371
ENST00000493702	ENSG00000174371
ENST00000518741	ENSG00000174371
ENST00000419583	ENSG00000196289
ENST00000436895	ENSG00000224625
ENST00000421878	ENSG00000224525
ENST00000611420	ENSG00000278455
ENST00000439562	ENSG00000227230
ENST00000437499	ENSG00000232085
ENST00000422938	ENSG00000232085
ENST00000491888	ENSG00000054282
ENST00000463012	ENSG00000054282
ENST00000439849	ENSG00000236031
ENST00000622512	ENSG00000179456
ENST00000358704	ENSG00000179456
ENST00000623669	ENSG00000279774
ENST00000440148	ENSG00000237759
ENST00000487449	ENSG00000179397
ENST00000484738	ENSG00000121644
ENST00000411948	ENSG00000203667
ENST00000366528	ENSG00000203667
ENST00000391839	ENSG00000203667
ENST00000498262	ENSG00000203667
ENST00000464757	ENSG00000203667
ENST00000427529	ENSG00000203666
ENST00000426386	ENSG00000235096
ENST00000443763	ENSG00000226876
ENST00000412354	ENSG00000230813
ENST00000417786	ENSG00000225300
ENST00000570141	ENSG00000260698
ENST00000442712	ENSG00000235021
ENST00000567832	ENSG00000260855
ENST00000509202	ENSG00000227953
ENST00000426089	ENSG00000227953
ENST00000419361	ENSG00000227953
ENST00000431287	ENSG00000236775
ENST00000439523	ENSG00000215796
ENST00000397642	ENSG00000214144
ENST00000472952	ENSG00000197617
ENST00000474792	ENSG00000162711
ENST00000532083	ENSG00000162711
ENST00000522351	ENSG00000203664
ENST00000412419	ENSG00000232908
ENST00000366480	ENSG00000187080
ENST00000358120	ENSG00000196071
ENST00000359682	ENSG00000198601
ENST00000366475	ENSG00000196944
ENST00000366474	ENSG00000175143
ENST00000436515	ENSG00000224521
ENST00000437830	ENSG00000229703
ENST00000636515	ENSG00000229703
ENST00000510904	ENSG00000171161
ENST00000505503	ENSG00000171161
ENST00000428515	ENSG00000171161
ENST00000502697	ENSG00000171161
ENST00000515369	ENSG00000171161
ENST00000423362	ENSG00000171161
ENST00000417047	ENSG00000227237
ENST00000417324	ENSG00000237613
ENST00000495576	ENSG00000239945
ENST00000453576	ENSG00000238009
ENST00000484859	ENSG00000241860
ENST00000490997	ENSG00000241860
ENST00000491962	ENSG00000241860
ENST00000442116	ENSG00000228463
ENST00000634344	ENSG00000228463
ENST00000335577	ENSG00000228463
ENST00000441866	ENSG00000236743
ENST00000453935	ENSG00000237094
ENST00000431812	ENSG00000237094
ENST00000514436	ENSG00000250575
ENST00000419160	ENSG00000237094
ENST00000440038	ENSG00000237094
ENST00000423728	ENSG00000237094
ENST00000599771	ENSG00000237094
ENST00000601486	ENSG00000237094
ENST00000616947	ENSG00000237094
ENST00000616311	ENSG00000237094
ENST00000608420	ENSG00000237094
ENST00000417636	ENSG00000230021
ENST00000357876	ENSG00000230021
ENST00000452176	ENSG00000230021
ENST00000414688	ENSG00000230021
ENST00000447954	ENSG00000230021
ENST00000428504	ENSG00000228327
ENST00000590817	ENSG00000230092
ENST00000473798	ENSG00000225880
ENST00000446136	ENSG00000230368
ENST00000432963	ENSG00000230368
ENST00000427857	ENSG00000230368
ENST00000635557	ENSG00000283040
ENST00000609207	ENSG00000223764
ENST00000417705	ENSG00000223764
ENST00000432961	ENSG00000223764
ENST00000483767	ENSG00000188976
ENST00000487214	ENSG00000188976
ENST00000469563	ENSG00000188976
ENST00000341290	ENSG00000187642
ENST00000479361	ENSG00000187642
ENST00000433179	ENSG00000187642
ENST00000606034	ENSG00000272512
ENST00000428771	ENSG00000188290
ENST00000304952	ENSG00000188290
ENST00000481869	ENSG00000188290
ENST00000484667	ENSG00000188290
ENST00000458555	ENSG00000224969
ENST00000442292	ENSG00000273443
ENST00000453464	ENSG00000237330
ENST00000487177	ENSG00000131591
ENST00000464905	ENSG00000131591
ENST00000379320	ENSG00000131591
ENST00000473600	ENSG00000131591
ENST00000442117	ENSG00000131591
ENST00000427787	ENSG00000131591
ENST00000379317	ENSG00000205231
ENST00000328596	ENSG00000186891
ENST00000379268	ENSG00000186891
ENST00000486728	ENSG00000186891
ENST00000379265	ENSG00000186891
ENST00000379236	ENSG00000186827
ENST00000497869	ENSG00000186827
ENST00000453580	ENSG00000186827
ENST00000494748	ENSG00000078808
ENST00000478938	ENSG00000078808
ENST00000459994	ENSG00000078808
ENST00000462849	ENSG00000184163
ENST00000330388	ENSG00000184163
ENST00000468365	ENSG00000184163
ENST00000565563	ENSG00000260179
ENST00000467339	ENSG00000160087
ENST00000471154	ENSG00000160087
ENST00000488418	ENSG00000160087
ENST00000467278	ENSG00000131584
ENST00000353662	ENSG00000131584
ENST00000379037	ENSG00000131584
ENST00000476572	ENSG00000131584
ENST00000354980	ENSG00000131584
ENST00000478065	ENSG00000131584
ENST00000479108	ENSG00000131584
ENST00000438966	ENSG00000131584
ENST00000470030	ENSG00000127054
ENST00000497304	ENSG00000127054
ENST00000462432	ENSG00000127054
ENST00000478641	ENSG00000127054
ENST00000485710	ENSG00000127054
ENST00000461514	ENSG00000127054
ENST00000525164	ENSG00000127054
ENST00000525769	ENSG00000127054
ENST00000531377	ENSG00000127054
ENST00000527383	ENSG00000127054
ENST00000531292	ENSG00000127054
ENST00000467408	ENSG00000127054
ENST00000531020	ENSG00000127054
ENST00000533916	ENSG00000127054
ENST00000526797	ENSG00000127054
ENST00000526332	ENSG00000127054
ENST00000430786	ENSG00000127054
ENST00000527719	ENSG00000127054
ENST00000530031	ENSG00000127054
ENST00000526113	ENSG00000127054
ENST00000526904	ENSG00000127054
ENST00000525603	ENSG00000127054
ENST00000444968	ENSG00000240731
ENST00000429572	ENSG00000127054
ENST00000498173	ENSG00000127054
ENST00000496353	ENSG00000127054
ENST00000493534	ENSG00000127054
ENST00000534345	ENSG00000127054
ENST00000532952	ENSG00000127054
ENST00000490853	ENSG00000127054
ENST00000531019	ENSG00000127054
ENST00000498476	ENSG00000127054
ENST00000470679	ENSG00000127054
ENST00000525285	ENSG00000127054
ENST00000627245	ENSG00000127054
ENST00000530233	ENSG00000127054
ENST00000632445	ENSG00000107404
ENST00000631679	ENSG00000107404
ENST00000634054	ENSG00000107404
ENST00000472445	ENSG00000107404
ENST00000474033	ENSG00000162576
ENST00000342753	ENSG00000162576
ENST00000309212	ENSG00000162576
ENST00000445648	ENSG00000162576
ENST00000477278	ENSG00000162576
ENST00000473097	ENSG00000162576
ENST00000478517	ENSG00000162576
ENST00000476718	ENSG00000162576
ENST00000338370	ENSG00000175756
ENST00000338338	ENSG00000175756
ENST00000321751	ENSG00000175756
ENST00000378853	ENSG00000175756
ENST00000480479	ENSG00000221978
ENST00000463260	ENSG00000221978
ENST00000482365	ENSG00000221978
ENST00000408952	ENSG00000221978
ENST00000418865	ENSG00000221978
ENST00000505849	ENSG00000221978
ENST00000492998	ENSG00000221978
ENST00000469113	ENSG00000221978
ENST00000480646	ENSG00000221978
ENST00000471930	ENSG00000221978
ENST00000408918	ENSG00000221978
ENST00000473872	ENSG00000221978
ENST00000425598	ENSG00000221978
ENST00000463895	ENSG00000221978
ENST00000497013	ENSG00000221978
ENST00000344843	ENSG00000242485
ENST00000493287	ENSG00000242485
ENST00000487659	ENSG00000242485
ENST00000492508	ENSG00000242485
ENST00000482352	ENSG00000242485
ENST00000520296	ENSG00000235098
ENST00000427211	ENSG00000235098
ENST00000537107	ENSG00000235098
ENST00000454272	ENSG00000235098
ENST00000442470	ENSG00000235098
ENST00000430109	ENSG00000225285
ENST00000434150	ENSG00000225285
ENST00000454562	ENSG00000225285
ENST00000417917	ENSG00000225285
ENST00000378733	ENSG00000205090
ENST00000425828	ENSG00000205090
ENST00000624426	ENSG00000205090
ENST00000378726	ENSG00000160075
ENST00000422725	ENSG00000228594
ENST00000607222	ENSG00000272106
ENST00000480991	ENSG00000189339
ENST00000463652	ENSG00000008128
ENST00000478901	ENSG00000008128
ENST00000468397	ENSG00000008128
ENST00000468800	ENSG00000008128
ENST00000492390	ENSG00000008128
ENST00000474916	ENSG00000008128
ENST00000479362	ENSG00000008128
ENST00000498810	ENSG00000008128
ENST00000487462	ENSG00000008128
ENST00000401096	ENSG00000008128
ENST00000475229	ENSG00000215790
ENST00000342348	ENSG00000008130
ENST00000498806	ENSG00000008130
ENST00000469045	ENSG00000008130
ENST00000480499	ENSG00000008130
ENST00000477235	ENSG00000008130
ENST00000489538	ENSG00000008130
ENST00000497186	ENSG00000008130
ENST00000480542	ENSG00000008130
ENST00000461893	ENSG00000078369
ENST00000378602	ENSG00000178821
ENST00000310991	ENSG00000178821
ENST00000378598	ENSG00000178821
ENST00000470931	ENSG00000178821
ENST00000602604	ENSG00000178821
ENST00000464311	ENSG00000142609
ENST00000412120	ENSG00000142609
ENST00000461752	ENSG00000142609
ENST00000378590	ENSG00000142609
ENST00000443930	ENSG00000233542
ENST00000606533	ENSG00000271806
ENST00000333854	ENSG00000182873
ENST00000444529	ENSG00000182873
ENST00000400918	ENSG00000162585
ENST00000497675	ENSG00000162585
ENST00000378543	ENSG00000162585
ENST00000378546	ENSG00000162585
ENST00000476803	ENSG00000162585
ENST00000440825	ENSG00000162585
ENST00000420515	ENSG00000162585
ENST00000514625	ENSG00000162585
ENST00000602865	ENSG00000269896
ENST00000607031	ENSG00000116151
ENST00000475812	ENSG00000116151
ENST00000494279	ENSG00000116151
ENST00000288774	ENSG00000157911
ENST00000447513	ENSG00000157911
ENST00000507596	ENSG00000157911
ENST00000510434	ENSG00000157911
ENST00000508384	ENSG00000157911
ENST00000515760	ENSG00000157911
ENST00000502666	ENSG00000157911
ENST00000514502	ENSG00000157911
ENST00000442305	ENSG00000229393
ENST00000502512	ENSG00000157881
ENST00000471361	ENSG00000157881
ENST00000487804	ENSG00000157881
ENST00000515423	ENSG00000157881
ENST00000468002	ENSG00000157881
ENST00000486396	ENSG00000157881
ENST00000502770	ENSG00000157881
ENST00000491212	ENSG00000157881
ENST00000514922	ENSG00000157881
ENST00000378453	ENSG00000197921
ENST00000449660	ENSG00000238164
ENST00000443892	ENSG00000238164
ENST00000416860	ENSG00000238164
ENST00000448624	ENSG00000238164
ENST00000432521	ENSG00000238164
ENST00000452793	ENSG00000238164
ENST00000471840	ENSG00000142606
ENST00000491941	ENSG00000142606
ENST00000464195	ENSG00000142606
ENST00000469962	ENSG00000142606
ENST00000509374	ENSG00000142606
ENST00000511099	ENSG00000142606
ENST00000606861	ENSG00000177133
ENST00000321399	ENSG00000177133
ENST00000413472	ENSG00000177133
ENST00000453118	ENSG00000177133
ENST00000445317	ENSG00000177133
ENST00000415573	ENSG00000177133
ENST00000321336	ENSG00000177133
ENST00000607061	ENSG00000272235
ENST00000494257	ENSG00000162591
ENST00000491842	ENSG00000162591
ENST00000475790	ENSG00000162591
ENST00000461795	ENSG00000162591
ENST00000435049	ENSG00000238260
ENST00000471223	ENSG00000116213
ENST00000497940	ENSG00000116213
ENST00000469643	ENSG00000116213
ENST00000479331	ENSG00000116213
ENST00000443034	ENSG00000227589
ENST00000416554	ENSG00000235131
ENST00000419973	ENSG00000227372
ENST00000636630	ENSG00000227372
ENST00000587071	ENSG00000227372
ENST00000637775	ENSG00000227372
ENST00000608600	ENSG00000227372
ENST00000624948	ENSG00000227372
ENST00000462356	ENSG00000130764
ENST00000479239	ENSG00000130764
ENST00000484420	ENSG00000116198
ENST00000461667	ENSG00000116198
ENST00000495701	ENSG00000116198
ENST00000460038	ENSG00000116198
ENST00000443466	ENSG00000116198
ENST00000494951	ENSG00000116198
ENST00000635247	ENSG00000226374
ENST00000635127	ENSG00000226374
ENST00000425194	ENSG00000226374
ENST00000443270	ENSG00000231510
ENST00000460696	ENSG00000131697
ENST00000378161	ENSG00000131697
ENST00000468253	ENSG00000131697
ENST00000506941	ENSG00000131697
ENST00000470763	ENSG00000131697
ENST00000475121	ENSG00000116254
ENST00000491020	ENSG00000116254
ENST00000495791	ENSG00000116237
ENST00000377836	ENSG00000069812
ENST00000471190	ENSG00000069812
ENST00000377834	ENSG00000069812
ENST00000487437	ENSG00000069812
ENST00000489730	ENSG00000069812
ENST00000419034	ENSG00000231868
ENST00000473343	ENSG00000215788
ENST00000513135	ENSG00000215788
ENST00000377782	ENSG00000215788
ENST00000480393	ENSG00000215788
ENST00000485036	ENSG00000215788
ENST00000356876	ENSG00000215788
ENST00000351959	ENSG00000215788
ENST00000348333	ENSG00000215788
ENST00000351748	ENSG00000215788
ENST00000414040	ENSG00000215788
ENST00000502588	ENSG00000215788
ENST00000502730	ENSG00000215788
ENST00000510563	ENSG00000215788
ENST00000453260	ENSG00000215788
ENST00000469691	ENSG00000215788
ENST00000481401	ENSG00000215788
ENST00000461703	ENSG00000215788
ENST00000453341	ENSG00000215788
ENST00000515145	ENSG00000215788
ENST00000487949	ENSG00000171680
ENST00000462798	ENSG00000162408
ENST00000460777	ENSG00000162408
ENST00000464665	ENSG00000162408
ENST00000496707	ENSG00000162413
ENST00000472414	ENSG00000007923
ENST00000456701	ENSG00000237365
ENST00000618051	ENSG00000237728
ENST00000411708	ENSG00000237728
ENST00000602640	ENSG00000270171
ENST00000361696	ENSG00000049247
ENST00000054668	ENSG00000049247
ENST00000492571	ENSG00000049249
ENST00000467067	ENSG00000116285
ENST00000399343	ENSG00000232848
ENST00000424689	ENSG00000233645
ENST00000467350	ENSG00000142599
ENST00000505225	ENSG00000142599
ENST00000464367	ENSG00000142599
ENST00000433876	ENSG00000228423
ENST00000486051	ENSG00000074800
ENST00000492343	ENSG00000074800
ENST00000489867	ENSG00000074800
ENST00000414948	ENSG00000236269
ENST00000487492	ENSG00000142583
ENST00000465853	ENSG00000180758
ENST00000437157	ENSG00000228526
ENST00000632503	ENSG00000281937
ENST00000441033	ENSG00000235263
ENST00000377320	ENSG00000179840
ENST00000426570	ENSG00000233268
ENST00000477264	ENSG00000171603
ENST00000471853	ENSG00000162441
ENST00000636827	ENSG00000283611
ENST00000478524	ENSG00000130940
ENST00000447850	ENSG00000130940
ENST00000492173	ENSG00000130940
ENST00000472814	ENSG00000130940
ENST00000476357	ENSG00000175262
ENST00000468348	ENSG00000175262
ENST00000478645	ENSG00000009724
ENST00000480221	ENSG00000009724
ENST00000400898	ENSG00000009724
ENST00000376957	ENSG00000116649
ENST00000490101	ENSG00000116649
ENST00000465788	ENSG00000116649
ENST00000459997	ENSG00000116649
ENST00000487300	ENSG00000116649
ENST00000490565	ENSG00000171824
ENST00000469634	ENSG00000171824
ENST00000478271	ENSG00000171824
ENST00000470611	ENSG00000171824
ENST00000472078	ENSG00000171824
ENST00000485606	ENSG00000171824
ENST00000460196	ENSG00000171824
ENST00000473471	ENSG00000198793
ENST00000490931	ENSG00000198793
ENST00000455339	ENSG00000198793
ENST00000354287	ENSG00000116661
ENST00000471501	ENSG00000116661
ENST00000466919	ENSG00000116661
ENST00000465901	ENSG00000116661
ENST00000475961	ENSG00000116661
ENST00000376692	ENSG00000116670
ENST00000376669	ENSG00000116670
ENST00000445656	ENSG00000116670
ENST00000456915	ENSG00000116670
ENST00000376664	ENSG00000116670
ENST00000376620	ENSG00000177553
ENST00000418034	ENSG00000177000
ENST00000413656	ENSG00000177000
ENST00000423400	ENSG00000177000
ENST00000431243	ENSG00000177000
ENST00000376486	ENSG00000177000
ENST00000376480	ENSG00000175206
ENST00000610706	ENSG00000175206
ENST00000376476	ENSG00000175206
ENST00000376468	ENSG00000120937
ENST00000376572	ENSG00000116685
ENST00000616327	ENSG00000116685
ENST00000376576	ENSG00000116685
ENST00000619922	ENSG00000239810
ENST00000438176	ENSG00000231103
ENST00000317869	ENSG00000179172
ENST00000235349	ENSG00000243073
ENST00000235347	ENSG00000187545
ENST00000415464	ENSG00000232423
ENST00000376189	ENSG00000232423
ENST00000436041	ENSG00000274764
ENST00000611860	ENSG00000277862
ENST00000458709	ENSG00000236179
ENST00000621994	ENSG00000275774
ENST00000624207	ENSG00000280267
ENST00000625019	ENSG00000279169
ENST00000624297	ENSG00000279804
ENST00000431596	ENSG00000231219
ENST00000357367	ENSG00000182330
ENST00000621519	ENSG00000182330
ENST00000614831	ENSG00000182330
ENST00000602491	ENSG00000204481
ENST00000334600	ENSG00000204481
ENST00000376101	ENSG00000204480
ENST00000441809	ENSG00000237445
ENST00000449215	ENSG00000231606
ENST00000424792	ENSG00000204464
ENST00000625027	ENSG00000204464
ENST00000400795	ENSG00000215720
ENST00000439788	ENSG00000236045
ENST00000427824	ENSG00000228140
ENST00000469637	ENSG00000132906
ENST00000418525	ENSG00000224459
ENST00000483273	ENSG00000233954
ENST00000440560	ENSG00000116809
ENST00000444358	ENSG00000116809
ENST00000471805	ENSG00000116809
ENST00000492834	ENSG00000116809
ENST00000490899	ENSG00000116809
ENST00000464719	ENSG00000116809
ENST00000494020	ENSG00000116809
ENST00000411503	ENSG00000173641
ENST00000442459	ENSG00000173641
ENST00000311890	ENSG00000173641
ENST00000375718	ENSG00000173641
ENST00000463576	ENSG00000173641
ENST00000487046	ENSG00000173641
ENST00000406363	ENSG00000173641
ENST00000447882	ENSG00000232456
ENST00000461614	ENSG00000142627
ENST00000478117	ENSG00000142632
ENST00000449495	ENSG00000142632
ENST00000478210	ENSG00000142632
ENST00000471928	ENSG00000142632
ENST00000442385	ENSG00000237276
ENST00000375599	ENSG00000132881
ENST00000434014	ENSG00000132881
ENST00000456164	ENSG00000037637
ENST00000444116	ENSG00000037637
ENST00000612240	ENSG00000187144
ENST00000591316	ENSG00000080947
ENST00000590118	ENSG00000080947
ENST00000589964	ENSG00000080947
ENST00000415386	ENSG00000233421
ENST00000438396	ENSG00000225710
ENST00000599908	ENSG00000219481
ENST00000449853	ENSG00000219481
ENST00000624828	ENSG00000280114
ENST00000414828	ENSG00000268869
ENST00000492551	ENSG00000268869
ENST00000455405	ENSG00000186715
ENST00000624762	ENSG00000186715
ENST00000442552	ENSG00000186715
ENST00000545160	ENSG00000186715
ENST00000414340	ENSG00000223643
ENST00000422345	ENSG00000223643
ENST00000416869	ENSG00000238142
ENST00000457075	ENSG00000238142
ENST00000375534	ENSG00000117122
ENST00000490075	ENSG00000117122
ENST00000375535	ENSG00000117122
ENST00000476788	ENSG00000117122
ENST00000478684	ENSG00000117122
ENST00000492598	ENSG00000117122
ENST00000466561	ENSG00000159363
ENST00000502418	ENSG00000159363
ENST00000503552	ENSG00000159363
ENST00000463860	ENSG00000159363
ENST00000502860	ENSG00000159363
ENST00000506174	ENSG00000159363
ENST00000510069	ENSG00000159363
ENST00000511957	ENSG00000159363
ENST00000508222	ENSG00000159363
ENST00000509619	ENSG00000159363
ENST00000485092	ENSG00000117118
ENST00000475049	ENSG00000117118
ENST00000479534	ENSG00000117115
ENST00000635428	ENSG00000282843
ENST00000624583	ENSG00000280226
ENST00000474892	ENSG00000179051
ENST00000454547	ENSG00000159423
ENST00000355609	ENSG00000169991
ENST00000606379	ENSG00000272084
ENST00000375225	ENSG00000127481
ENST00000459947	ENSG00000127481
ENST00000486515	ENSG00000127481
ENST00000467272	ENSG00000127481
ENST00000483922	ENSG00000127481
ENST00000494503	ENSG00000127481
ENST00000466969	ENSG00000127481
ENST00000375218	ENSG00000127481
ENST00000475973	ENSG00000127481
ENST00000465036	ENSG00000127481
ENST00000497018	ENSG00000127481
ENST00000480380	ENSG00000127463
ENST00000461353	ENSG00000127463
ENST00000486405	ENSG00000127463
ENST00000486238	ENSG00000127463
ENST00000494770	ENSG00000127463
ENST00000462505	ENSG00000127463
ENST00000496654	ENSG00000127463
ENST00000467423	ENSG00000127463
ENST00000475079	ENSG00000127463
ENST00000488681	ENSG00000127463
ENST00000356068	ENSG00000127463
ENST00000457194	ENSG00000211454
ENST00000429712	ENSG00000211454
ENST00000420396	ENSG00000211454
ENST00000361640	ENSG00000162482
ENST00000235835	ENSG00000053371
ENST00000330072	ENSG00000053371
ENST00000489286	ENSG00000053371
ENST00000481966	ENSG00000053371
ENST00000492217	ENSG00000053371
ENST00000416470	ENSG00000235185
ENST00000494342	ENSG00000162542
ENST00000375121	ENSG00000178828
ENST00000375116	ENSG00000188784
ENST00000469162	ENSG00000188257
ENST00000400520	ENSG00000188257
ENST00000496748	ENSG00000188257
ENST00000375111	ENSG00000188257
ENST00000491964	ENSG00000188257
ENST00000482011	ENSG00000188257
ENST00000375105	ENSG00000117215
ENST00000617227	ENSG00000117215
ENST00000442226	ENSG00000225986
ENST00000375078	ENSG00000162545
ENST00000489020	ENSG00000162545
ENST00000264198	ENSG00000090432
ENST00000451424	ENSG00000117242
ENST00000415136	ENSG00000244038
ENST00000602624	ENSG00000244038
ENST00000375048	ENSG00000244038
ENST00000464364	ENSG00000244038
ENST00000463389	ENSG00000117245
ENST00000440621	ENSG00000235432
ENST00000447746	ENSG00000189410
ENST00000518294	ENSG00000189410
ENST00000517430	ENSG00000189410
ENST00000519434	ENSG00000189410
ENST00000488722	ENSG00000127483
ENST00000491748	ENSG00000127483
ENST00000487117	ENSG00000127483
ENST00000419490	ENSG00000127483
ENST00000414993	ENSG00000127483
ENST00000443615	ENSG00000127483
ENST00000476088	ENSG00000075151
ENST00000634778	ENSG00000075151
ENST00000531334	ENSG00000117298
ENST00000470394	ENSG00000117298
ENST00000443127	ENSG00000228823
ENST00000453025	ENSG00000227001
